brand,model,model_year,kilometers,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Nissan,Titan XD SV,2017,128747.2,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,23800
Chrysler,300 Touring,2020,37259.44,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,28250
Dodge,Charger R/T,2006,146932.74,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Yellow,–,None reported,Yes,9200
Nissan,Pathfinder SL,2020,72420.3,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT,Black,Black,None reported,Yes,28999
Ford,Explorer Platinum,2018,117560.68,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,Automatic,Gray,Ebony Black,At least 1 accident or damage reported,Yes,30510
Nissan,Titan SV,2021,11667.72,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,38000
Jaguar,E-PACE S,2019,70810.96,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,29000
Ford,F-150 FX4,2014,137598.57,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,26900
GMC,Acadia Denali,2021,29101.7,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,43999
Lamborghini,Murcielago Base,2005,36536.85,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,220000
Chevrolet,Camaro 1LT,2011,178636.74,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,10900
GMC,Acadia SLT-2,2013,185074.1,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,Yes,14000
Chevrolet,Malibu Premier,2021,53751.96,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,28000
Toyota,Sequoia SR5,2007,218870.24,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,12500
Lexus,IS 350 F Sport,2021,43130.31,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,Yes,44000
Dodge,Challenger SRT8,2008,404964.66,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,10500
Chrysler,300 Touring,2005,191511.46,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,3500
Cadillac,Escalade Sport Platinum,2021,45256.25,Gasoline,6.2L V8 16V GDI OHV,Automatic,Black Raven,Jet Black,None reported,Unknown,89000
Chrysler,Town & Country Touring,2009,178636.74,Gasoline,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,7900
Mazda,CX-5 Touring,2016,187488.11,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Blue Reflex Mica,Black,None reported,Yes,14311
Acura,TL 3.2,2005,320735.02,Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,4900
Chevrolet,Corvette Z06 w/2LZ,2023,325.09,Gasoline,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,Yes,179000
Volvo,XC40 T5 Momentum,2020,90985.65,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,White,Charcoal,None reported,Unknown,26599
Chevrolet,Camaro 2SS,2016,79823.26,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,32500
Acura,TLX Type S PMC Edition,2023,21887.02,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,None reported,Yes,65000
Volkswagen,Eos 2.0T,2007,96077.6,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,None reported,Yes,10000
Dodge,Charger R/T Scat Pack,2018,30577.46,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Purple,Gray,None reported,Yes,44888
Chevrolet,Corvette Z06,2002,27841.58,Gasoline,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,33999
Mercedes-Benz,CLA-Class CLA 250,2014,146675.25,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,13500
BMW,M5 Base,2015,53108.22,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,65000
Jeep,Wrangler Unlimited Sport,2019,84932.92,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,39799
Mitsubishi,Lancer Sportback ES,2011,181855.42,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,5800
Porsche,Macan Base,2022,20921.42,Gasoline,261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,60000
Mercedes-Benz,CLK-Class CLK 350,2009,125407.82,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,16500
Mazda,Mazda3 Grand Touring,2018,24421.73,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Snowflake White Pearl Metallic,Parchment,At least 1 accident or damage reported,Unknown,19212
Audi,A3 2.0T Premium,2017,220479.58,Gasoline,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,10995
BMW,528 i,2015,178636.74,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,–,At least 1 accident or damage reported,Yes,15000
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,79192.4,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,62425
Audi,S5 3.0T Prestige,2018,70810.96,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,39000
Porsche,718 Boxster Base,2017,41842.84,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,45500
Chevrolet,Corvette Stingray w/2LT,2020,2896.81,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,76000
Lamborghini,Urus Pearl Capsule,2021,6068.82,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Grigio Nimbus,Bianco Polar,None reported,Unknown,259991
Maserati,Quattroporte S,2012,80467,Gasoline,425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,26497
Subaru,Impreza 2.0i,2018,149668.62,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT,Silver,Black,At least 1 accident or damage reported,Yes,16000
Mercedes-Benz,AMG GT C,2020,24140.1,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,129000
Mazda,Mazda6 i Touring,2016,192316.13,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,15000
Porsche,Macan S,2016,80467,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Red,None reported,Yes,36000
Genesis,G70 3.3T Advanced,2019,77248.32,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,29999
Jeep,Wrangler Sport,2021,18919.4,Gasoline,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",Automatic,Granite Crystal Metallic Clearcoat,Black,At least 1 accident or damage reported,Unknown,33400
Audi,Q5 2.0T Premium Plus,2018,81110.74,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,28500
BMW,335 i xDrive,2012,247194.62,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,17500
Land,Rover Range Rover P530 SE,2023,3007.86,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Eiger Grey,Deep Garnet,None reported,Yes,164725
Dodge,Durango SRT 392,2022,51365.3,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,64683
BMW,M3 Base,2016,90501.23,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Orange,Orange,None reported,Yes,50500
Ford,Fiesta ST,2019,46226.68,Gasoline,197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,At least 1 accident or damage reported,Yes,18300
Lincoln,MKS Base,2015,200201.9,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,9500
Chevrolet,Tahoe Premier,2020,220479.58,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,46000
Ferrari,F430 Berlinetta,2005,62258.93,Gasoline,483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,Yes,99999
Ford,F-250 Platinum,2022,10621.64,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,72900
Mercedes-Benz,SLK-Class SLK280 Roadster,2007,108147.65,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,11500
Porsche,Macan,2021,26641.01,Gasoline,2.0 Liter,Automatic,White,Beige,None reported,Unknown,51698
BMW,X5 PHEV xDrive45e,2023,25324.57,Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Automatic,Blue,Brown,None reported,Yes,67900
Mercedes-Benz,E-Class E500,2005,246969.32,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Gold,At least 1 accident or damage reported,Yes,5800
Acura,TL 3.7,2012,112653.8,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15051
Hyundai,Equus Signature,2011,231580.81,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Brown,None reported,Yes,9950
Mercedes-Benz,SL-Class SL500 Roadster,2003,42148.61,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,None reported,Yes,22000
Toyota,Land Cruiser Base,2000,336662.66,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,15900
RAM,2500 Big Horn,2018,44802.42,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,None reported,Yes,41688
Porsche,Macan S,2022,32589.14,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,68500
Jeep,Grand Cherokee L Limited,2022,29504.03,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Velvet Red Pearlcoat,Global Black,None reported,Unknown,41599
Mercedes-Benz,E-Class E 350,2014,56326.9,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,Yes,29998
Dodge,Magnum Base,2006,214452.6,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,None reported,Yes,4000
Porsche,Macan Turbo,2021,23377.27,Gasoline,2.9 Liter Turbo,Automatic,Black,–,None reported,Unknown,79998
Mercedes-Benz,E-Class E 550,2014,70312.06,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,23500
Porsche,Macan S,2020,46889.73,Gasoline,3.0 Liter Turbo,Automatic,White,Red,None reported,Unknown,58598
Cadillac,XT5 Luxury,2017,115969.04,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Stellar Black Metallic,Shara Beige,None reported,Unknown,24590
Toyota,Tundra Platinum,2023,14162.19,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,68500
Nissan,Versa 1.6 SL,2015,138029.87,Gasoline,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT,White,Black,At least 1 accident or damage reported,Yes,8250
Mercedes-Benz,AMG GT 53 Base,2022,3596.87,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Red,None reported,Yes,110000
Buick,Enclave Avenir,2019,195568.61,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Dark Slate Metallic,Ebony / Ebony Accents,None reported,Yes,26772
Porsche,911 GT3,2015,38141.36,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,144940
BMW,328 i,2013,199558.16,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,11900
Acura,ILX Premium Package,2018,51917.31,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,20999
Lexus,GX 460 Base,2015,148059.28,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,28000
Toyota,Land Cruiser Base,2010,434336.73,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,22500
Chevrolet,Corvette Base,2008,83452.33,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Red,None reported,Yes,35900
Mazda,Mazda6 i Touring,2015,199558.16,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,White,Beige,At least 1 accident or damage reported,Yes,12900
Jaguar,F-TYPE R,2015,41842.84,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Red,None reported,Yes,52500
Audi,A3 2.0T Premium,2018,58740.91,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Silver,At least 1 accident or damage reported,Yes,25500
Chevrolet,Camaro 2SS,2022,2253.08,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,54900
Jeep,Wrangler Unlimited Sport S,2018,27358.78,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,38500
Honda,Civic Sport,2021,68799.28,Gasoline,1.5L I4 16V GDI DOHC Turbo,CVT,Black,Black,None reported,Yes,25698
Porsche,Cayman Base,2011,109431.9,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Beige,None reported,Yes,30000
Ford,Mustang GT,2008,103802.43,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Red,At least 1 accident or damage reported,Yes,16000
Toyota,FJ Cruiser Base,2007,164152.68,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,Yes,24900
Land,Rover Discovery SE,2004,233354.3,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,None reported,Yes,15500
Porsche,718 Boxster S,2018,80467,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,55000
Chevrolet,Corvette Base,2004,60546.59,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,25500
Toyota,Avalon Limited,2006,144819.68,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,None reported,Yes,9499
INFINITI,QX80 Base,2015,219497.88,Gasoline,5.6L V8 32V GDI DOHC,Automatic,Black Obsidian,Black,None reported,Yes,20470
Chevrolet,Camaro 2SS,2015,43452.18,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,33000
Jeep,Liberty Renegade,2004,232984.15,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,6500
Toyota,4Runner Trail,2011,252666.38,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,23500
BMW,328 i xDrive,2010,212432.88,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,8500
Ford,Excursion Limited Ultimate,2002,220479.58,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,Automatic,Gold,Gold,None reported,Yes,15000
Lexus,IS 300 Base,2018,82063.47,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,28000
Cadillac,CTS Performance,2010,170203.8,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,12900
Lexus,LC 500 Base,2018,47958.33,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,68495
BMW,540 i xDrive,2019,33796.14,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,42000
Chevrolet,Corvette Base,1998,244933.5,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,9900
Hummer,H2 Base,2006,273426.87,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,At least 1 accident or damage reported,Yes,16900
Volvo,XC90 3.2,2008,315430.64,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,6499
Jeep,Wrangler Unlimited Sahara,2009,289739.14,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9100
Land,Rover Discovery HSE LUXURY,2017,93209.75,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,33500
BMW,340 i,2017,158680.92,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,26500
Ford,F-250 Lariat,2018,193120.8,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,55000
BMW,M3 Competition,2022,22963.67,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Orange,None reported,Yes,80000
Lexus,LC 500 Base,2022,11064.21,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,89000
Honda,CR-V Touring,2019,88674.63,Gasoline,1.5L I4 16V GDI DOHC Turbo,CVT,White,Gray,None reported,Unknown,28324
BMW,750 i,2009,120056.76,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,Yes,15000
Audi,A7 3.0T Premium,2019,73868.71,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Black,At least 1 accident or damage reported,Yes,41500
Ford,F-150 XL,2021,143042.97,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,None reported,Yes,33172
Dodge,Grand Caravan R/T,2013,69201.62,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,Red,Black,None reported,Yes,35000
Ford,Focus SE,2018,54234.76,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,12000
RAM,2500 Big Horn,2016,153072.37,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,43640
Chevrolet,Corvette Base,2007,32508.67,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Red,None reported,Yes,27500
Audi,allroad 2.0T Prestige,2013,168106.83,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,17900
McLaren,570S Spider,2018,14458.31,Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,Automatic,Vega Blue,Black,None reported,Unknown,171900
Chevrolet,Express 2500 Work Van,2017,122309.84,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,–,None reported,Yes,41400
Chevrolet,Traverse High Country,2020,90520.55,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Stone Gray Metallic,Jet Black,None reported,Yes,39244
Acura,ILX Technology Plus Package,2016,98169.74,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,21000
Chevrolet,Camaro 1LT,2019,14662.7,Gasoline,3.6L V6 GDI DOHC,Automatic,Summit White,Jet Black,None reported,Unknown,27599
Lexus,ES 350 Base,2015,162382.41,Gasoline,3.5 Liter,Automatic,Matador Red Mica,Parchment,None reported,Unknown,21998
Ford,F-150 XLT,2021,38957.29,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,Automatic,Black,–,None reported,Yes,43430
Chevrolet,Corvette Z06,2006,33796.14,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,47500
Cadillac,CTS 3.6L Premium Luxury,2019,219111.64,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,22500
BMW,M3 Base,2009,126194.79,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,28750
Mazda,Mazda3 FWD w/Preferred Package,2019,97847.87,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,Yes,19900
Ford,Maverick XLT,2022,26393.18,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT,Gray,Gray,None reported,Yes,34000
Toyota,Highlander Hybrid Limited,2018,100100.95,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT,Brown,Beige,None reported,Yes,35707
Lincoln,Town Car Signature,2003,228872.29,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,Yes,5000
Mercedes-Benz,SL-Class SL550 Roadster,2007,241401,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,8000
Ford,Mustang GT,1998,79131.25,Gasoline,225.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,12500
Chevrolet,Suburban 1500 LT,2015,269564.45,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,18000
Ford,Fusion SE,2016,177751.6,Gasoline,231.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Brown,None reported,Yes,11000
Audi,S4 3.0T Premium Plus,2014,170590.04,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,At least 1 accident or damage reported,Yes,23000
Chevrolet,Suburban Premier,2017,149230.88,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,34900
Ford,Bronco Big Bend,2022,27358.78,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,–,None reported,Yes,44000
Ford,F-250 XL,2016,121022.37,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,None reported,Yes,22000
